Thread ID: 214780
Total: 6.709303

 %self     total     self     wait    child    calls  name
  0.03      0.00     0.00     0.00     0.00     1000  Fixnum#>=
  0.03      0.00     0.00     0.00     0.00      500  ActionController::Base#performed?
  0.03      0.01     0.00     0.00     0.01      100  SQLite3::Database#close
  0.03      0.00     0.00     0.00     0.00      700  Array#to_default_s
  0.03      0.02     0.00     0.00     0.02      200  CGI::Session#[]
  0.03      0.02     0.00     0.00     0.02      100  <Class::ActiveRecord::Base>#subclasses
  0.03      0.00     0.00     0.00     0.00      300  ActiveRecord::ConnectionAdapters::AbstractAdapter#reset_runtime
  0.03      0.00     0.00     0.00     0.00      802  <Class::Time>#allocate
  0.03      0.00     0.00     0.00     0.00      100  <Class::ActiveRecord::Base>#add_lock!
  0.03      0.00     0.00     0.00     0.00      100  ActionController::AbstractRequest#remote_ip
  0.03      0.00     0.00     0.00     0.00      200  <Class::File>#lstat
  0.03      0.01     0.00     0.00     0.01      100  ActionController::Filters::ClassMethods#filter_excluded_from_action?
  0.03      0.00     0.00     0.00     0.00      100  HashWithIndifferentAccess#default
  0.03      0.00     0.00     0.00     0.00      600  Array#pack
  0.03      0.02     0.00     0.00     0.02      100  ActiveRecord::Observing::ClassMethods#inherited
  0.03      0.06     0.00     0.00     0.06      100  Dependencies#clear
  0.03      0.00     0.00     0.00     0.00      100  <Class::File>#stat
  0.03      0.09     0.00     0.00     0.08      100  ActionController::CgiRequest#session
  0.03      0.00     0.00     0.00     0.00      100  <Class::ActiveRecord::Base>#add_order!
  0.03      0.47     0.00     0.00     0.47      100  Kernel#silence_warnings
  0.03      0.00     0.00     0.00     0.00      900  Float#to_i
  0.03      0.01     0.00     0.00     0.01      200  Inflector#inflections
  0.03      0.00     0.00     0.00     0.00      900  Float#*
  0.03      0.00     0.00     0.00     0.00      500  Array#join
  0.03      0.00     0.00     0.00     0.00      100  ActiveSupport::CoreExtensions::Time::Conversions#to_s
  0.03      0.00     0.00     0.00     0.00      500  Exception#initialize
  0.03      0.07     0.00     0.00     0.07      100  <Class::ActiveRecord::Base>#reset_subclasses
  0.03      0.00     0.00     0.00     0.00      300  NameError#initialize
  0.03      0.00     0.00     0.00     0.00      100  IO#flush
  0.03      0.00     0.00     0.00     0.00      900  Fixnum#>
  0.03      0.00     0.00     0.00     0.00      900  String#length
  0.03      0.05     0.00     0.00     0.05      100  ActionController::SessionManagement#set_session_options_without_components
  0.03      0.02     0.00     0.00     0.02      200  ActionView::Base#evaluate_assigns
  0.03      0.00     0.00     0.00     0.00      802  Time#initialize
  0.03      0.00     0.00     0.00     0.00      600  Symbol#inspect
  0.03      0.00     0.00     0.00     0.00      900  Fixnum#<
  0.03      0.00     0.00     0.00     0.00      200  Inflector#demodulize
  0.03      0.00     0.00     0.00     0.00      100  Hash#values_at
  0.03      0.00     0.00     0.00     0.00      100  ActionController::Integration::ControllerCapture::ClassMethods#new
  0.03      0.00     0.00     0.00     0.00      200  ActionController::Base#view_paths
  0.03      0.01     0.00     0.00     0.01      200  <Class::ActionController::Base>#controller_path
  0.03      0.00     0.00     0.00     0.00      200  ActionView::Base#template_handler_is_compilable?
  0.03      6.69     0.00     0.00     6.69      408  Kernel#send!
  0.03      6.36     0.00     0.00     6.36      100  ActionController::Dispatcher#handle_request
  0.03      0.00     0.00     0.00     0.00      602  Struct#initialize
  0.03      0.00     0.00     0.00     0.00      100  ActiveSupport::CoreExtensions::Hash::Keys#assert_valid_keys
  0.03      6.56     0.00     0.00     6.56      100  ActionController::Dispatcher#dispatch
  0.03      0.00     0.00     0.00     0.00      602  <Class::Struct::Tms>#allocate
  0.03      3.42     0.00     0.00     3.42      100  ActionController::Filters::InstanceMethods#perform_action_without_benchmark
  0.03      0.00     0.00     0.00     0.00      100  <Class::ActiveRecord::Base>#descends_from_active_record?
  0.03      0.00     0.00     0.00     0.00      500  String#delete
  0.03      0.01     0.00     0.00     0.01      100  ActionController::Helpers::ClassMethods#helper
  0.03      0.01     0.00     0.00     0.01      100  ActionView::Helpers::TagHelper#tag
  0.03      0.08     0.00     0.00     0.08      200  ActionController::Base#assert_existence_of_template_file
  0.03      0.09     0.00     0.00     0.09      200  Kernel#require
  0.03      0.01     0.00     0.00     0.01      200  ActionController::CgiRequest#query_parameters
  0.03      0.02     0.00     0.00     0.02      200  HashWithIndifferentAccess#update
  0.03      0.01     0.00     0.00     0.01      100  ActionController::Filters::InstanceMethods#skip_excluded_filters
  0.02      0.01     0.00     0.00     0.00      100  ActionController::Base#initialize_current_url
  0.02      0.00     0.00     0.00     0.00      200  Module#blankslate_original_append_features
  0.02      0.01     0.00     0.00     0.01      200  Module#include
  0.02      0.00     0.00     0.00     0.00      301  String#%
  0.02      0.00     0.00     0.00     0.00      400  ActionController::AbstractRequest#relative_url_root
  0.02      0.00     0.00     0.00     0.00      100  ActionController::CgiRequest#initialize
  0.02      0.01     0.00     0.00     0.01      200  ActionController::AbstractRequest#protocol
  0.02      0.05     0.00     0.00     0.05      100  ActionController::Layout#apply_layout?
  0.02      0.00     0.00     0.00     0.00      200  <Class::ActiveRecord::Base>#scope
  0.02      0.00     0.00     0.00     0.00      200  #<Class:0x1a0f0b8>#respond_to?
  0.02      0.00     0.00     0.00     0.00      800  Kernel#equal?
  0.02      0.02     0.00     0.00     0.02      100  ActionController::Layout::ClassMethods#layout
  0.02      0.00     0.00     0.00     0.00      500  Module#to_s
  0.02      0.03     0.00     0.00     0.03      100  ActionController::Flash::InstanceMethods#process_cleanup_without_session_management_support
  0.02      0.00     0.00     0.00     0.00      100  <Module::Marshal>#load
  0.02      0.00     0.00     0.00     0.00      800  Array#last
  0.02      0.00     0.00     0.00     0.00      100  ActionController::AbstractRequest#query_string
  0.02      0.02     0.00     0.00     0.02      100  ActionController::AbstractResponse#prepare!
  0.02      0.00     0.00     0.00     0.00      100  ActionController::Benchmarking#rendering_runtime
  0.02      0.95     0.00     0.00     0.95      200  Object#require
  0.02      0.00     0.00     0.00     0.00      100  <Class::ActiveRecord::Base>#add_group!
  0.02      0.00     0.00     0.00     0.00      100  ActionController::CgiRequest#host_with_port_without_standard_port_handling
  0.02      0.00     0.00     0.00     0.00      100  <Class::ActiveRecord::Base>#sanitize_sql
  0.02      0.31     0.00     0.00     0.30      100  Set#-
  0.02      2.10     0.00     0.00     2.10      200  Module#const_missing
  0.02      2.97     0.00     0.00     2.96      200  Kernel#send-1
  0.02      0.01     0.00     0.00     0.01      100  SQLite3::ResultSet#commence
  0.02      0.01     0.00     0.00     0.01      200  ActiveSupport::CoreExtensions::Hash::Keys#stringify_keys
  0.02      0.71     0.00     0.00     0.71      100  Class#const_missing-1
  0.02      0.00     0.00     0.00     0.00      700  String#==-1
  0.02      0.01     0.00     0.00     0.01      100  SQLite3::ResultSet#initialize
  0.02      0.00     0.00     0.00     0.00      100  Hash#inspect
  0.02      0.01     0.00     0.00     0.01      100  SQLite3::Driver::Native::Driver#step
  0.02      0.01     0.00     0.00     0.01      100  ActionController::RequestForgeryProtection#verified_request?
  0.02      0.00     0.00     0.00     0.00      300  Array#uniq
  0.02      0.00     0.00     0.00     0.00      100  Module#alias_method
  0.02      4.86     0.00     0.00     4.86      100  ActionController::SessionManagement#process_without_test
  0.02      0.00     0.00     0.00     0.00      700  Module#blank_slate_method_added
  0.02      0.00     0.00     0.00     0.00      100  <Class::ActiveRecord::Base>#verify_active_connections!
  0.02      0.00     0.00     0.00     0.00      100  SQLite3::Driver::Native::Driver#busy_timeout
  0.02      0.00     0.00     0.00     0.00      200  ActiveSupport::CoreExtensions::Hash::Keys#symbolize_keys
  0.02      0.08     0.00     0.00     0.07      200  ActionController::Base#template_exists?
  0.02      0.12     0.00     0.00     0.12      100  ActiveRecord::ConnectionAdapters::QueryCache#select_all
  0.02      0.29     0.00     0.00     0.29      100  Set#subtract
  0.02      0.00     0.00     0.00     0.00      100  <Class::ActiveRecord::Base>#class_of_active_record_descendant
  0.02      0.00     0.00     0.00     0.00      100  ActionController::AbstractResponse#set_content_length!
  0.02      0.00     0.00     0.00     0.00      100  Time#strftime
  0.02      0.01     0.00     0.00     0.01      100  ActionController::Filters::ClassMethods::BeforeFilterProxy#run
  0.02      0.09     0.00     0.00     0.09      100  <Class::ActiveRecord::Base>#quoted_table_name
  0.02      4.86     0.00     0.00     4.86      100  ActionController::Base#process
  0.02      0.01     0.00     0.00     0.01      100  SQLite3::Driver::Native::Driver#close
  0.02      0.00     0.00     0.00     0.00      602  Time#to_f
  0.02      0.05     0.00     0.00     0.05      100  ActionController::Base#add_instance_variables_to_assigns
  0.02      0.00     0.00     0.00     0.00      100  SQLite3::Statement#close
  0.02      0.00     0.00     0.00     0.00      200  ActiveSupport::BufferedLogger#debug?
  0.02      0.00     0.00     0.00     0.00      100  <Class::ActiveRecord::Base>#finder_needs_type_condition?
  0.02      0.00     0.00     0.00     0.00      100  Observable#notify_observers
  0.02      0.00     0.00     0.00     0.00      300  <Class::ActiveRecord::Base>#scoped_methods
  0.02      0.00     0.00     0.00     0.00      600  NilClass#nil?
  0.02      0.00     0.00     0.00     0.00      100  SQLite3::Driver::Native::Driver#finalize
  0.02      0.00     0.00     0.00     0.00      100  ActionView::Helpers::AssetTagHelper#expand_stylesheet_sources
  0.02      0.00     0.00     0.00     0.00      100  CGI::Session::CookieStore#read_cookie
  0.02      0.00     0.00     0.00     0.00      600  Fixnum#+
  0.02      0.10     0.00     0.00     0.10      100  ActionController::Flash::InstanceMethods#assign_shortcuts
  0.02      0.00     0.00     0.00     0.00      100  ActionController::AbstractRequest#parse_formatted_request_parameters
  0.02      4.87     0.00     0.00     4.87      100  <Class::ActionController::Base>#process
  0.02      0.00     0.00     0.00     0.00      500  NilClass#to_s
  0.02      0.00     0.00     0.00     0.00      200  Hash#each_value
  0.02      0.59     0.00     0.00     0.59      100  Dependencies#depend_on
  0.02      0.00     0.00     0.00     0.00      100  ActionController::Dispatcher#flush_logger
  0.02      0.01     0.00     0.00     0.00      102  ActionController::Integration::Runner#copy_session_variables!
  0.02      0.00     0.00     0.00     0.00      400  Hash#==
  0.02      0.00     0.00     0.00     0.00      200  ActionView::Base#supports_local_assigns?
  0.02      0.00     0.00     0.00     0.00      300  <Module::Dependencies>#load_once_paths
  0.02      0.00     0.00     0.00     0.00      400  Kernel#remove_instance_variable
  0.02      0.01     0.00     0.00     0.01      100  ActiveRecord::ConnectionAdapters::SQLiteAdapter#disconnect!
  0.02      0.00     0.00     0.00     0.00      200  OpenSSL::Digest::Digest#initialize
  0.02      0.04     0.00     0.00     0.04      100  ActionController::SessionManagement#process_cleanup_without_components
  0.02      0.00     0.00     0.00     0.00      100  ActionController::Filters::InstanceMethods#run_after_filters
  0.02      0.02     0.00     0.00     0.02      100  CGI::Session::CookieStore#restore
  0.02      0.00     0.00     0.00     0.00      300  ActionController::Dispatcher#callbacks
  0.02      0.00     0.00     0.00     0.00      602  Struct::Tms#cutime
  0.02      0.01     0.00     0.00     0.01      200  Array#index
  0.02      0.00     0.00     0.00     0.00      602  Struct::Tms#utime
  0.02      0.00     0.00     0.00     0.00      300  <Module::Dependencies>#history
  0.02      0.00     0.00     0.00     0.00      100  SQLite3::Database#busy_timeout
  0.02      0.00     0.00     0.00     0.00      300  <Class::ActionController::Base>#view_paths-2
  0.02      0.00     0.00     0.00     0.00      100  <Class::ActionController::Base>#controller_class_name
  0.02      0.00     0.00     0.00     0.00      300  String#unpack
  0.02      0.00     0.00     0.00     0.00      602  Struct::Tms#cstime
  0.02      0.03     0.00     0.00     0.02      100  ActionController::Base#close_session
  0.02      0.00     0.00     0.00     0.00      300  ActionController::Base#params
  0.02      0.00     0.00     0.00     0.00      300  <Module::Dependencies>#warnings_on_first_load
  0.02      0.00     0.00     0.00     0.00      200  Regexp#===
  0.02      0.00     0.00     0.00     0.00      100  ActionController::Base#sending_file?
  0.02      0.00     0.00     0.00     0.00      400  Kernel#String
  0.02      0.00     0.00     0.00     0.00      602  Struct::Tms#stime
  0.02      0.02     0.00     0.00     0.01      100  ActionController::Layout::ClassMethods#add_layout_conditions
  0.02      0.00     0.00     0.00     0.00      100  Digest::Instance#digest
  0.02      0.00     0.00     0.00     0.00      300  ActionView::Base#request
  0.02      0.01     0.00     0.00     0.01      100  ActionController::AbstractResponse#content_type=
  0.02      0.01     0.00     0.00     0.01      100  Set#initialize_copy
  0.02      0.00     0.00     0.00     0.00      200  SQLite3::Statement#must_be_open!
  0.02      0.02     0.00     0.00     0.02      100  CGI::Session#close
  0.02      4.53     0.00     0.00     4.53      100  ActionController::Caching::SqlCache#perform_action
  0.02      0.03     0.00     0.00     0.03      100  SQLite3::Driver::Native::Driver#prepare
  0.02      4.81     0.00     0.00     4.81      100  ActionController::Filters::InstanceMethods#process_without_session_management_support
  0.02      0.00     0.00     0.00     0.00      100  ActionController::Base#assign_names
  0.02      0.00     0.00     0.00     0.00      400  Array#compact
  0.02      0.11     0.00     0.00     0.11      100  ActiveRecord::ConnectionAdapters::SQLiteAdapter#catch_schema_changes
  0.02      0.00     0.00     0.00     0.00      100  ActionController::AbstractResponse#charset=
  0.02      0.00     0.00     0.00     0.00      100  ActionController::Base#controller_class_name
  0.02      0.01     0.00     0.00     0.01      100  ActionController::Dispatcher#run_callbacks-1
  0.02      0.00     0.00     0.00     0.00      200  Enumerable#grep
  0.02      0.00     0.00     0.00     0.00      100  ActionController::AbstractResponse#initialize
  0.02      0.02     0.00     0.00     0.02      100  Dependencies#autoloadable_module?
  0.02      0.00     0.00     0.00     0.00      400  Hash#regular_writer
  0.02      0.00     0.00     0.00     0.00      400  Hash#keys
  0.02      0.00     0.00     0.00     0.00      100  ActionController::AbstractRequest#content_length
  0.02      0.00     0.00     0.00     0.00      100  Hash#each_key
  0.02      0.00     0.00     0.00     0.00      500  Kernel#nil?
  0.02      0.00     0.00     0.00     0.00      200  StringIO#initialize
  0.02      0.00     0.00     0.00     0.00      100  <Class::Digest::Class>#digest
  0.02      6.58     0.00     0.00     6.57      100  <Class::ActionController::Dispatcher>#dispatch
  0.01      0.02     0.00     0.00     0.02      100  <Class::ActiveRecord::Base>#clear_reloadable_connections!
  0.01      0.01     0.00     0.00     0.01      200  Array#collect!
  0.01      0.11     0.00     0.00     0.11      100  ActiveRecord::ConnectionAdapters::SQLiteAdapter#select
  0.01      0.03     0.00     0.00     0.03      100  CGI::Session#initialize
  0.01      0.00     0.00     0.00     0.00      100  ActiveRecord::Observing::ClassMethods#instantiate_observers
  0.01      0.00     0.00     0.00     0.00      100  ActionController::RequestForgeryProtection#protect_against_forgery?
  0.01      0.00     0.00     0.00     0.00      100  ActiveRecord::ConnectionAdapters::AbstractAdapter#initialize
  0.01      0.01     0.00     0.00     0.01      100  <Class::CGI>#escape
  0.01      0.00     0.00     0.00     0.00      200  ActionView::TemplateHandler#initialize
  0.01      0.00     0.00     0.00     0.00      100  #<Class:0x1a0f0b8>#to_ary
  0.01      0.59     0.00     0.00     0.59      100  Object#require_dependency
  0.01      0.01     0.00     0.00     0.01      100  SQLite3::Driver::Native::Driver#open
  0.01      0.00     0.00     0.00     0.00      100  ActionController::CgiResponse#initialize
  0.01      0.00     0.00     0.00     0.00      100  Class#new_without_capture
  0.01      0.00     0.00     0.00     0.00      100  HashWithIndifferentAccess#include?
  0.01      0.00     0.00     0.00     0.00      100  <Class::ActionController::AbstractRequest>#parse_query_parameters
  0.01      0.05     0.00     0.00     0.05      100  ActionController::Components::InstanceMethods#set_session_options
  0.01      0.00     0.00     0.00     0.00      100  #<Class:0x1a0f0b8>#first
  0.01      0.02     0.00     0.00     0.02      100  Dependencies#autoload_module!
  0.01      0.00     0.00     0.00     0.00      100  <Module::Base64>#decode64
  0.01      0.04     0.00     0.00     0.04      100  ActionController::CgiExt::Stdinput#initialize
  0.01      0.00     0.00     0.00     0.00      100  <Class::ActiveRecord::Base>#validate_find_options
  0.01      0.02     0.00     0.00     0.01      100  ActionController::CgiRequest#cookie_only?
  0.01      0.00     0.00     0.00     0.00      200  Enumerable#max
  0.01      0.00     0.00     0.00     0.00      100  ActionController::Base#allow_forgery_protection
  0.01      0.01     0.00     0.00     0.01      100  ActionController::Helpers::ClassMethods#add_template_helper
  0.01      0.00     0.00     0.00     0.00      400  String#include?
  0.01      0.00     0.00     0.00     0.00      200  Enumerable#inject-1
  0.01      0.00     0.00     0.00     0.00      100  <Class::ActiveRecord::Base>#scoped?
  0.01      0.00     0.00     0.00     0.00      400  Array#initialize_copy
  0.01      0.01     0.00     0.00     0.01      100  ActionController::Filters::ClassMethods::SymbolFilter#call
  0.01      0.00     0.00     0.00     0.00      100  ActionController::CgiRequest#host
  0.01      0.04     0.00     0.00     0.04      100  ActionController::Components::InstanceMethods#process_cleanup
  0.01      0.00     0.00     0.00     0.00      200  Hash#clear
  0.01      0.00     0.00     0.00     0.00      200  Comparable#<
  0.01      0.00     0.00     0.00     0.00      100  CGI::QueryExtension#query_string
  0.01      0.00     0.00     0.00     0.00      100  Set#each
  0.01      0.01     0.00     0.00     0.01      100  ActionView::Helpers::AssetTagHelper#path_to_stylesheet
  0.01      0.00     0.00     0.00     0.00      100  Set#clear
  0.01      0.00     0.00     0.00     0.00      100  ActiveRecord::ConnectionAdapters::DatabaseStatements#add_limit_offset!
  0.01      0.00     0.00     0.00     0.00      300  String#to_f
  0.01      0.00     0.00     0.00     0.00      200  ActionController::Integration::ControllerCapture::ClassMethods#last_instantiation=
  0.01      0.00     0.00     0.00     0.00      100  ERB::Util#html_escape
  0.01      0.00     0.00     0.00     0.00      100  ActionController::Base#erase_render_results
  0.01      0.00     0.00     0.00     0.00      400  Fixnum#-@
  0.01      0.00     0.00     0.00     0.00      200  ActionController::Dispatcher#unprepared=
  0.01      0.00     0.00     0.00     0.00      400  <Class::Array>#allocate
  0.01      0.00     0.00     0.00     0.00      300  Regexp#match
  0.01      0.00     0.00     0.00     0.00      401  Float#to_f
  0.01      0.00     0.00     0.00     0.00      300  Module#remove_const
  0.01      0.00     0.00     0.00     0.00      200  ActionController::Integration::Session#https?
  0.01      0.00     0.00     0.00     0.00      200  ActionController::Integration::ControllerCapture::ClassMethods#last_instantiation
  0.01      6.69     0.00     0.00     6.69      100  ActionController::Integration::Session#get
  0.01      0.00     0.00     0.00     0.00      100  ActiveRecord::ConnectionAdapters::QueryCache#clear_query_cache
  0.01      0.00     0.00     0.00     0.00      300  File::Stat#mtime
  0.01      3.49     0.00     0.00     3.49      100  ActionController::Rescue#perform_action_without_caching
  0.01      0.00     0.00     0.00     0.00      100  ActionController::SessionManagement::ClassMethods#cached_session_options
  0.01      0.47     0.00     0.00     0.47      100  Kernel#require_library_or_gem
  0.01      0.00     0.00     0.00     0.00      100  ActionController::Filters::ClassMethods#filter_chain
  0.01      0.00     0.00     0.00     0.00      100  ActionController::CgiRequest#request_parameters
  0.01      0.01     0.00     0.00     0.01      100  ActionController::Routing::RouteSet#extract_request_environment
  0.01      0.00     0.00     0.00     0.00      100  ActionController::Integration::Session#encode_cookies
  0.01      0.00     0.00     0.00     0.00      400  Array#[]=
  0.01      0.00     0.00     0.00     0.00      100  ActionController::Integration::ControllerCapture::ClassMethods#clear_last_instantiation!
  0.01      0.00     0.00     0.00     0.00      100  ActiveRecord::ConnectionAdapters::AbstractAdapter#active?
  0.01      0.00     0.00     0.00     0.00      100  ActionController::Filters::ClassMethods#included_actions
  0.01      0.00     0.00     0.00     0.00      200  ActionController::Base#session
  0.01      0.00     0.00     0.00     0.00      200  <Class::Inflector::Inflections>#instance
  0.01      0.00     0.00     0.00     0.00      300  NilClass#inspect
  0.01      0.00     0.00     0.00     0.00      400  Kernel#eql?
  0.01      0.00     0.00     0.00     0.00      100  ActionController::CgiRequest#cookies
  0.01      0.00     0.00     0.00     0.00      400  Array#length
  0.01      0.00     0.00     0.00     0.00      101  Fixnum#/
  0.01      0.00     0.00     0.00     0.00      100  ActionController::Layout::ClassMethods#layout_conditions
  0.01      0.01     0.00     0.00     0.01      100  ActiveSupport::BufferedLogger#debug
  0.01      0.01     0.00     0.00     0.01      100  ActionController::Routing::RouteSet#recognize_path
  0.01      0.01     0.00     0.00     0.01      100  <Class::ActiveRecord::Base>#set_table_name
  0.01      0.00     0.00     0.00     0.00      100  ActiveSupport::CoreExtensions::String::Inflections#demodulize
  0.01      0.00     0.00     0.00     0.00      200  <Class::OpenSSL::Digest::Digest>#allocate
  0.01      0.00     0.00     0.00     0.00      100  Kernel#clone
  0.01      0.01     0.00     0.00     0.01      100  Kernel#dup-1
  0.01      0.00     0.00     0.00     0.00      300  String#to_sym
  0.01      0.00     0.00     0.00     0.00      100  ActionController::AbstractRequest#path_parameters=
  0.01      0.00     0.00     0.00     0.00      100  ActionController::Layout::ClassMethods#normalize_conditions
  0.01      0.00     0.00     0.00     0.00      100  ActionController::Filters::ClassMethods#excluded_actions
  0.01      0.01     0.00     0.00     0.01      100  ActionController::RequestForgeryProtection#verify_authenticity_token
  0.01      0.12     0.00     0.00     0.11      100  ActiveRecord::ConnectionAdapters::DatabaseStatements#select_all_without_query_cache
  0.01      0.00     0.00     0.00     0.00      300  Hash#fetch
  0.01      6.70     0.00     0.00     6.70      100  <Object::ActionController::RequestProfiler::Sandbox>#run
  0.01      0.00     0.00     0.00     0.00      200  Exception#set_backtrace
  0.01      0.00     0.00     0.00     0.00      200  StringIO#write
  0.01      0.00     0.00     0.00     0.00      100  <Module::Base64>#encode64
  0.01      0.01     0.00     0.00     0.01      100  ActionController::Base#add_class_variables_to_assigns
  0.01      0.06     0.00     0.00     0.06      100  SQLite3::Database#execute
  0.01      0.00     0.00     0.00     0.00      100  <Class::ActiveRecord::Base>#base_class
  0.01      0.00     0.00     0.00     0.00      100  ActiveSupport::BufferedLogger#info?
  0.01      0.11     0.00     0.00     0.11      100  ActiveRecord::ConnectionAdapters::SQLiteAdapter#execute
  0.01      0.00     0.00     0.00     0.00      100  <Class::CGI::Session>#callback
  0.01      0.00     0.00     0.00     0.00      100  <Class::Mime::Type>#lookup_by_extension
  0.01      0.07     0.00     0.00     0.07      100  <Class::ActiveRecord::Base>#table_name
  0.01      0.00     0.00     0.00     0.00      300  Time#<=>
  0.01      0.00     0.00     0.00     0.00      100  CGI::QueryExtension#key?
  0.01      0.00     0.00     0.00     0.00      100  <Class::ActionController::Base>#master_helper_module=
  0.01      0.00     0.00     0.00     0.00      100  SQLite3::ResultSet#each
  0.01      0.59     0.00     0.00     0.59      100  ActionController::MimeResponds::Responder#respond
  0.01      0.00     0.00     0.00     0.00      100  <Class::ActiveRecord::Base>#abstract_class?
  0.01      0.02     0.00     0.00     0.02      100  ActionView::Base#assign_variables_from_controller
  0.01      0.03     0.00     0.00     0.03      100  ActionController::Base#process_cleanup_without_flash
  0.01      0.00     0.00     0.00     0.00      100  <Class::ActionController::Base>#allow_forgery_protection
  0.01      0.00     0.00     0.00     0.00      300  Hash#empty?
  0.01      0.00     0.00     0.00     0.00      300  Module#extended
  0.01      0.00     0.00     0.00     0.00      300  Hash#blank?
  0.01      0.00     0.00     0.00     0.00      100  ActiveSupport::CoreExtensions::Hash::ReverseMerge#reverse_merge
  0.01      0.00     0.00     0.00     0.00      100  SQLite3::ResultSet#next
  0.01      0.00     0.00     0.00     0.00      301  Float#/
  0.01      0.00     0.00     0.00     0.00      100  <Module::SQLite3::Driver::Native::API>#sqlite3_finalize
  0.01      0.00     0.00     0.00     0.00      100  SQLite3::Statement#active?
  0.01      0.00     0.00     0.00     0.00      100  ActionController::Dispatcher#initialize
  0.01      0.00     0.00     0.00     0.00      100  ActionController::UrlRewriter#initialize
  0.01      0.00     0.00     0.00     0.00      200  <Class::Module>#allocate
  0.01      0.00     0.00     0.00     0.00      200  Fixnum#to_s
  0.01      0.00     0.00     0.00     0.00      100  <Class::Digest::Class>#hexdigest
  0.01      0.00     0.00     0.00     0.00      101  Kernel#print
  0.01      0.00     0.00     0.00     0.00      100  Comparable#>
  0.01      0.00     0.00     0.00     0.00      100  Enumerable#map
  0.01      0.00     0.00     0.00     0.00      200  String#*
  0.01      0.00     0.00     0.00     0.00      100  Digest::Base#update
  0.01      0.00     0.00     0.00     0.00      100  <Class::ActionController::Base>#perform_caching
  0.01      0.00     0.00     0.00     0.00      100  Comparable#==
  0.01      0.00     0.00     0.00     0.00      100  Module#initialize_copy
  0.01      0.00     0.00     0.00     0.00      200  Kernel#singleton_method_added
  0.01      0.00     0.00     0.00     0.00      200  Digest::Base#reset
  0.01      0.00     0.00     0.00     0.00      100  <Class::ActiveRecord::Base>#logger
  0.01      0.08     0.00     0.00     0.08      100  Enumerable#each_with_index
  0.01      0.00     0.00     0.00     0.00      200  Kernel#Array
  0.01      0.00     0.00     0.00     0.00      200  Exception#backtrace
  0.01      0.00     0.00     0.00     0.00      100  <Class::ActiveRecord::Base>#pluralize_table_names
  0.01      0.00     0.00     0.00     0.00      100  String#sub!
  0.01      0.00     0.00     0.00     0.00      100  <Module::ObjectSpace>#define_finalizer
  0.01      0.00     0.00     0.00     0.00      100  Observable#changed
  0.01      0.00     0.00     0.00     0.00      200  Integer#next
  0.01      0.00     0.00     0.00     0.00      100  <Class::ActiveRecord::Base>#table_name_prefix
  0.01      0.00     0.00     0.00     0.00      100  <Class::ActiveRecord::Base>#table_name_suffix
  0.01      0.00     0.00     0.00     0.00      100  #<Class:0x1a0f0b8>#initialize
  0.01      0.01     0.00     0.00     0.01      100  Kernel#send!-3
  0.01      0.00     0.00     0.00     0.00      200  <Class::StringIO>#allocate
  0.01      0.00     0.00     0.00     0.00      200  File::Stat#symlink?
  0.01      0.00     0.00     0.00     0.00      100  ActiveRecord::ConnectionAdapters::AbstractAdapter#disconnect!
  0.01      0.00     0.00     0.00     0.00      100  <Class::ActiveRecord::Base>#active_connection_name-1
  0.01      0.00     0.00     0.00     0.00      100  ActionController::AbstractRequest#path_parameters
  0.01      0.00     0.00     0.00     0.00      200  Array#clear
  0.01      0.00     0.00     0.00     0.00      100  ActionController::AbstractRequest#headers
  0.01      0.00     0.00     0.00     0.00      100  <Class::ActiveRecord::Base>#configurations
  0.01      0.00     0.00     0.00     0.00      100  ActionController::Base#forget_variables_added_to_assigns
  0.01      0.00     0.00     0.00     0.00      100  <Class::ActionController::Base>#asset_host
  0.01      0.00     0.00     0.00     0.00      100  ActionController::Base#ignore_missing_templates
  0.01      0.00     0.00     0.00     0.00      100  Mime::Type#to_sym
  0.01      0.00     0.00     0.00     0.00      100  String#squeeze
  0.01      0.00     0.00     0.00     0.00      200  Hash#default=
  0.01      0.00     0.00     0.00     0.00      100  <Class::ActiveRecord::Base>#colorize_logging
  0.01      0.00     0.00     0.00     0.00      100  ActionController::Base#headers
  0.01      0.00     0.00     0.00     0.00      100  <Class::ActionController::Base>#default_charset
  0.01      0.00     0.00     0.00     0.00      100  ActionController::Routing::Route#parameter_shell
  0.01      0.00     0.00     0.00     0.00      100  <Module::Dependencies>#explicitly_unloadable_constants
  0.01      0.00     0.00     0.00     0.00      100  ActiveRecord::ConnectionAdapters::SQLiteAdapter#add_lock!
  0.01      0.00     0.00     0.00     0.00      100  ActionController::Base#template_class
  0.01      0.00     0.00     0.00     0.00      100  ActionController::Base#request_forgery_protection_token
  0.01      0.00     0.00     0.00     0.00      100  ActionController::Base#view_controller_internals
  0.01      0.00     0.00     0.00     0.00      100  ActionView::Base#flash
  0.01      0.00     0.00     0.00     0.00      100  <Class::ActionView::Base>#computed_public_paths
  0.01      0.00     0.00     0.00     0.00      100  ActionController::Dispatcher#unprepared
  0.01      0.00     0.00     0.00     0.00      100  ActionController::Filters::ClassMethods::BeforeFilterProxy#type
  0.01      0.00     0.00     0.00     0.00      100  ActiveRecord::ConnectionAdapters::AbstractAdapter#quote_table_name
  0.01      0.00     0.00     0.00     0.00      100  Bignum#-
